,tsne1,tsne2,tsne3,class
578,2.8554215,-23.990046,15.137691,WN
579,-1.3942593,-23.601368,10.980807,WN
580,-5.897202,-25.683107,9.702027,WN
581,-10.564991,-27.28468,9.696424,WN
582,-2.59075,-19.420637,6.2414727,WN
583,-0.07443145,-27.026495,8.981214,WN
584,23.211447,1.8862976,27.767822,WN
585,16.492779,-4.7190785,14.596351,WN
586,-6.7573204,-19.87935,15.558959,WN
587,19.419287,59.14718,12.035301,WN
588,-8.152771,-12.395777,13.1400795,WN
589,7.150253,23.82824,-55.51864,WN
590,-6.226711,-15.595379,10.423291,WN
591,8.076351,21.024902,-57.756805,WN
592,2.615758,-23.587757,48.4168,WN
593,4.9615016,18.463686,-54.68769,WN
594,-4.181723,-12.021132,14.810148,WN
595,14.95711,1.5761836,-39.87857,WN
596,9.845057,-18.018147,-3.6128328,WN
597,17.356384,2.2453797,-41.93986,WN
598,13.154373,-4.8238993,-39.292015,WN
599,10.626819,-9.712578,-41.08762,WN
600,-5.317157,-22.681261,19.205833,WN
601,8.381828,18.55131,-46.28392,WN
602,32.77109,10.835082,-5.7271304,WN
603,11.635339,21.901497,-51.665943,WN
604,12.887846,-22.93238,-0.95980465,BH
605,11.060629,-25.775652,-2.5516522,BH
606,31.296059,-26.148697,-16.444675,BH
607,1.602961,-30.054985,30.831463,BH
608,11.196555,-23.317892,-6.0445867,BH
609,11.453706,-28.539482,-7.9694114,BH
610,5.2006083,-28.009937,-2.3267725,BH
611,-12.227459,-15.432133,7.1235876,BH
612,-0.2343426,-23.927883,0.70094067,BH
613,-1.691328,11.291763,8.7896385,BH
614,-0.031248804,-1.6110184,43.15406,BH
615,-24.413898,-20.842648,-16.5514,BH
616,-10.639016,-32.197285,33.951694,BH
617,2.4458134,-29.06251,6.2252073,BH
618,-10.031728,-29.06687,35.335922,BH
619,-0.49164033,-26.34027,-2.0219655,BH
620,-14.168065,-16.973133,11.801453,BH
621,-0.16909441,-31.274815,25.92386,BH
622,3.0861642,-28.14726,50.05888,BH
623,5.8578324,-29.457281,45.624313,BH
624,37.357292,-31.390741,-24.601133,BH
625,24.652294,-45.113903,-1.0622663,BH
626,7.239817,-29.409828,50.500633,BH
