,tsne1,tsne2,tsne3,class
410,140.31078,-38.69585,-307.84402,WB_BX
411,-207.11159,83.123985,42.506287,WB_BX
412,123.960236,75.813354,-87.78592,WB_BX
413,-176.0075,-257.31415,-133.47826,WB_BX
414,87.26323,72.858665,-130.8318,WB_BX
415,46.68468,70.87343,-170.64319,WB_BX
416,53.31386,90.78078,3.1863601,WB_BX
417,98.26453,-16.663872,158.75728,WB_BX
418,241.85437,-36.739365,188.49214,WB_BX
419,88.48967,23.771393,-60.534363,WB_BX
420,-169.57823,233.62108,55.919037,WB_BX
421,174.71336,-236.05937,22.338392,WB_BX
422,24.960667,56.98638,-130.48875,WB_BX
423,130.42628,117.12069,-82.71248,WB_BX
424,-24.777908,-45.55191,-110.76561,WB_BX
425,300.67844,167.97447,-50.08038,WB_BX
426,-69.27654,-18.655304,-124.58805,WB_BX
427,217.49313,62.55902,-363.57266,PF
428,224.07736,192.23111,-351.24588,PF
429,209.05159,145.70897,-393.3389,PF
430,195.51404,122.40039,-357.8226,PF
431,125.036934,92.44581,-368.59384,PF
432,262.9165,126.91035,-385.4851,PF
433,139.16954,25.44303,-159.76881,PF
434,197.44092,11.082983,-128.93745,PF
435,197.7598,41.21524,-221.23064,PF
436,283.9081,161.61324,-348.13776,PF
437,242.37856,156.70444,-249.0359,PF
438,157.36975,178.96121,-288.30054,PF
439,134.4523,183.6691,-243.42032,PF
440,158.56502,110.253105,-274.07495,PF
441,165.94751,218.50916,-330.45352,PF
442,143.70758,93.28615,-189.2066,PF
443,-133.38089,72.59835,-319.33124,PF
444,116.75826,75.59572,-210.42221,PF
445,218.49245,169.29573,-316.87482,PF
446,212.04121,197.92874,-228.06825,PF
447,181.81406,153.16135,-264.6601,PF
448,180.26683,162.9924,-345.7179,PF
449,121.8845,199.21599,-122.549866,PF
450,230.26047,113.69551,-292.68448,PF
451,200.19572,128.34933,-233.13402,PF
452,174.02104,5.687736,-185.00359,PF
453,151.3754,-34.01485,-192.63681,PF
454,178.0607,27.122993,-262.2052,PF
455,99.444405,11.675881,-305.35654,PF
456,79.63516,38.331783,-272.01096,PF
457,-411.90823,-70.67078,-71.53908,BM
458,-370.21365,-35.848824,-44.30864,BM
459,-411.54907,-32.428383,-29.984852,BM
460,84.91193,187.59227,131.89885,BM
461,71.84172,186.9672,40.131268,BM
462,139.73032,194.35727,148.50368,BM
463,-8.612326,186.1677,104.11136,BM
464,289.6612,235.75331,113.95289,BM
465,25.68592,-105.91455,-376.75818,BM
466,-364.6794,157.77525,-77.494156,BM
467,-329.25214,147.58252,-65.41328,BM
468,-171.29132,-382.87537,120.20812,BM
469,117.21585,189.70065,216.13698,BM
470,-273.35623,108.49994,-52.230556,BM
471,127.574715,148.1099,140.83893,BM
472,-220.78596,29.213976,17.74897,BM
473,193.2027,175.69249,133.40639,BM
474,-165.74101,63.141876,-210.1904,BM
475,271.8126,-286.3422,93.55317,BM
476,-69.66631,-22.014832,42.039753,BM
477,-8.439443,-33.499382,123.004234,BM
478,41.80605,133.81166,-38.903645,BM
479,79.12834,143.38538,-37.01849,BM
480,-36.429615,81.98922,-38.859562,BM
481,-45.84275,53.00449,15.796933,BM
482,-79.633965,190.10022,198.14075,BM
483,-31.592678,177.72295,150.39554,BM
484,195.47874,200.93138,72.13468,BM
485,-17.792126,137.88536,106.16183,BM
486,235.38824,210.00903,153.26929,BM
487,-368.2957,21.00045,82.532585,WH
488,-57.30594,-235.58131,0.31536758,WH
489,-285.506,-143.75339,299.39478,WH
490,-208.6985,-71.74608,64.56165,WH
491,-231.44597,-63.179047,115.222824,WH
492,-445.98618,6.299908,58.93514,WH
493,-279.27454,-290.11038,63.067562,WH
494,-268.02927,-248.21016,61.837646,WH
495,72.20351,-318.46158,8.491807,WH
496,-213.07802,-10.497579,144.90591,WH
497,-254.37904,-16.807348,126.25428,WH
498,-230.89159,-23.789904,87.07904,WH
499,-253.02655,-232.4318,114.50098,WH
500,-369.18536,-86.43614,-42.01586,WH
501,-91.29314,-341.26456,51.76264,WH
502,-265.16223,-50.57354,77.56402,WH
503,-113.05927,140.03996,46.14633,WH
504,-369.79187,-21.410473,2.9341798,WH
505,-242.9192,-165.17084,-175.35324,WH
506,-197.63518,118.23378,-103.98458,WH
507,-224.82736,113.29468,-160.2452,WH
508,-134.65009,-351.05307,83.63799,WH
509,-233.76456,57.9074,118.50348,WH
510,-209.66808,29.86904,68.694496,WH
511,-133.15833,-251.10849,-32.899467,WH
512,-212.7797,78.880615,-117.28989,WH
513,-179.1733,-134.42346,150.99577,WH
514,-309.64343,43.93056,95.138885,WH
515,81.839836,-287.44382,37.039078,WH
516,-305.53687,-50.50439,123.27164,WH
517,143.96803,-311.53317,-171.58546,WH
518,-85.211334,-311.804,115.42979,WH
519,-194.06357,181.15059,136.95027,WH
520,71.67949,1.7860082,58.617996,WH
521,-44.534634,40.767365,122.79245,WH
522,8.041296,9.029064,67.1298,WH
523,-170.48877,171.78943,211.56386,WH
524,-164.50063,141.21353,187.05347,WH
525,-208.49115,95.06661,-290.7462,WH
526,-204.64034,-176.70212,148.49869,WH
527,-332.93054,24.827614,146.52129,WH
528,-214.31534,-363.80945,143.98044,WH
529,-375.3294,51.1893,181.41637,WH
530,-348.99698,185.33247,-30.037169,WH
531,212.12035,-185.93597,286.51987,WH
532,-4.1747174,-81.80987,-211.07861,SQ
533,-257.49118,188.07225,-127.96523,SQ
534,-20.26398,-128.19565,-187.85286,SQ
535,-373.7856,-75.17967,9.592687,SQ
536,-0.92505056,-110.306816,8.365796,SQ
537,-82.74864,-75.62156,-181.0367,SQ
538,66.92596,-79.15793,-183.62984,SQ
