tsne1,tsne2,tsne3,class
-21.76944,-52.881035,-12.732272,WN
-19.424994,3.7326033,-67.53769,WN
13.483148,-28.056726,0.15323128,WN
-17.840033,7.7978177,-71.06073,WN
-67.38979,5.132143,-3.1276677,WN
-63.282894,12.381641,-2.2875423,WN
1.1434745,-63.20486,-1.0847721,WN
26.140715,15.532037,11.977107,WN
28.75061,15.297858,-1.4938121,WN
-41.148827,4.750925,-29.285686,WN
12.521016,-37.647602,1.4030656,BH
12.995928,-36.43687,7.7130895,BH
29.593971,-9.084018,26.57149,BH
16.390879,-30.348837,21.698933,BH
18.401417,-40.80962,6.4713383,BH
9.023663,-45.276726,5.584284,BH
9.359068,-40.29333,16.673452,BH
-14.339185,-45.026966,-1.4594392,BH
2.0509036,-36.58261,9.698479,BH
-2.438734,7.9426494,4.3548245,BH
44.970062,-32.904392,-8.88512,BH
7.5734434,-49.717136,-18.884865,BH
20.108412,-47.77425,38.31345,BH
6.8521876,-48.37301,-7.1560473,BH
15.849968,-45.902473,41.964157,BH
1.2276938,-41.91167,13.010564,BH
-11.734393,-53.749565,14.203614,BH
14.71135,-30.072502,13.550791,BH
28.518726,-29.499786,46.984764,BH
37.9176,-28.75937,47.001705,BH
42.94788,-9.489453,31.5259,BH
45.264572,-12.0233135,40.262997,BH
33.21794,-33.58432,42.521927,BH
44.2285,-28.926044,16.929113,BH
58.999294,1.5219631,-13.292259,BH
52.367615,4.0877056,-15.850326,BH
67.67135,-4.5490127,-7.5512524,BH
37.115524,-22.385187,44.053947,BH
37.02505,-25.58717,38.118904,BH
51.09449,-17.633419,27.054022,BH
43.153606,-12.669409,26.481215,BH
66.53542,-14.660985,6.7415824,BH
26.387417,-46.489677,-3.6176949,BH
51.450535,4.609428,35.194263,BH
45.361187,-23.801579,23.045698,BH
59.119305,-15.025964,-2.4571078,BH
-37.350605,-52.540184,32.442432,PH
-37.427704,-46.690598,24.438875,PH
-44.371334,-28.400293,36.32211,PH
-57.40842,-21.891184,29.48063,PH
-52.216038,-30.541674,27.017252,PH
-57.98174,-27.46496,33.31407,PH
-41.10682,-37.312435,33.54747,PH
-41.770428,-22.418798,30.916409,PH
-44.5764,-43.123398,26.94315,PH
-45.193295,-30.94385,29.053709,PH
-48.442707,-12.47717,29.015375,PH
-9.941767,-32.651,-45.060154,PH
-22.592173,23.705898,0.8801504,PH
7.556896,-51.807743,47.20977,PH
-51.733406,-9.271926,-38.84165,PH
-39.141563,13.828885,11.168251,PH
-35.669926,-31.947361,22.177711,PH
-31.647562,-22.046024,26.064306,PH
-35.42408,-5.8721623,17.956268,PH
3.850892,-52.870266,42.137688,PH
-34.22786,-40.560314,16.605818,PH
-30.344296,-41.690815,5.9581833,PH
-12.4944,19.381983,64.52434,PH
-30.611135,-38.29251,29.572128,PH
-40.15232,-14.454041,30.680029,PH
-48.587955,-14.7521515,35.742958,PH
-2.8976934,-11.160798,27.577677,PH
-26.161934,-32.074394,27.597507,PH
-25.269264,-27.628311,2.7708042,PH
-29.12284,-31.530075,9.191606,PH
38.421463,42.52108,27.837738,PH
-44.654335,-0.80397314,8.627312,PH
-38.889286,3.4804993,14.318248,PH
-33.654686,-34.55361,-7.267489,PH
-22.36588,-10.834056,-18.895334,PH
-40.604527,-11.92502,9.272001,PH
-27.524157,-38.05131,13.947629,PH
-21.232157,-34.304424,16.862816,PH
-28.529922,-38.976997,22.025707,PH
3.435846,-45.88399,52.080433,PH
-24.475445,-49.310165,21.7717,PH
-25.423275,-55.325836,24.523588,PH
31.374872,28.911755,20.3035,PH
30.128496,33.36992,42.355366,PH
-49.04445,9.062975,42.806496,PH
-59.45719,4.204859,-8.391307,PH
-46.74026,0.072544165,-45.536682,PH
-6.9089775,-30.685638,2.046374,PH
-46.899998,17.176283,-5.845756,PH
54.887714,6.2598295,43.37217,PH
-8.564393,-26.23588,31.506855,PH
-16.821602,-32.71358,1.512062,PH
57.18476,-178.22893,177.9894,PH
-59.18519,13.113313,-10.263153,PH
